FID,OBJECTID,Texto,Poblacion,CodMun,Municipio,CodProvin,Provincia,X,Y
280,281,Peligros,11000.0,18153,Peligros,18,Granada,-3.62811576,37.2311151141
281,282,Pinos Puente,13421.0,18158,Pinos Puente,18,Granada,-3.748872366,37.2515783921
282,283,Salobreña,12821.0,18173,Salobreña,18,Granada,-3.588526153,36.7433127651
283,284,Santa Fe,15428.0,18175,Santa Fe,18,Granada,-3.71896428,37.1893873361
284,285,La Zubia,18240.0,18193,La Zubia,18,Granada,-3.585081585,37.1208770271
285,286,Gabia la Grande,17415.0,18905,Las Gabias,18,Granada,-3.66834676,37.1348781601
286,287,Alovera,11306.0,19024,Alovera,19,Guadalajara,-3.24472522,40.5953913851
287,288,Azuqueca de Henares,33735.0,19046,Azuqueca de Henares,19,Guadalajara,-3.262158466,40.5684255731
288,289,El Casar,10543.0,19071,El Casar,19,Guadalajara,-3.427209293,40.7024004661
289,290,Guadalajara,83789.0,19130,Guadalajara,19,Guadalajara,-3.162102734,40.6343554791
290,291,Andoain,14662.0,20009,Andoain,20,Guipúzcoa,-2.019984884,43.2198068111
291,292,Azkoitia,11351.0,20017,Azkoitia,20,Guipúzcoa,-2.312258072,43.1782710171
292,293,Azpeitia,14305.0,20018,Azpeitia,20,Guipúzcoa,-2.265413335,43.1856328691
293,294,Beasain,13680.0,20019,Beasain,20,Guipúzcoa,-2.197067323,43.0487490171
294,295,Eibar,27378.0,20030,Eibar,20,Guipúzcoa,-2.470921826,43.1854207651
295,296,Elgoibar,11324.0,20032,Elgoibar,20,Guipúzcoa,-2.416503787,43.2139705181
296,297,Hondarribia,16464.0,20036,Hondarribia,20,Guipúzcoa,-1.791221747,43.3630330841
297,298,Hernani,19285.0,20040,Hernani,20,Guipúzcoa,-1.975083496,43.2681896861
298,299,Irun,60938.0,20045,Irun,20,Guipúzcoa,-1.787360722,43.3400319331
299,300,Arrasate/Mondragón,22011.0,20055,Arrasate/Mondragón,20,Guipúzcoa,-2.490996145,43.0652966981
300,301,Oñati,10957.0,20059,Oñati,20,Guipúzcoa,-2.414544403,43.0329622441
301,302,Pasai Donibane,15977.0,20064,Pasaia,20,Guipúzcoa,-1.917531635,43.3249525661
302,303,Errenteria,39020.0,20067,Errenteria,20,Guipúzcoa,-1.904405081,43.3142022951
303,304,Donostia/San Sebastián,185506.0,20069,Donostia-San Sebastián,20,Guipúzcoa,-1.981917851,43.3171715741
304,305,Tolosa,18095.0,20071,Tolosa,20,Guipúzcoa,-2.071703357,43.1382966881
305,306,Bergara,14637.0,20074,Bergara,20,Guipúzcoa,-2.412510409,43.1171483791
306,307,Zarautz,22658.0,20079,Zarautz,20,Guipúzcoa,-2.172799658,43.2829329031
307,308,Zumarraga,10037.0,20080,Zumarraga,20,Guipúzcoa,-2.323005831,43.0876926391
308,309,Lasarte-Oria,17856.0,20902,Lasarte-Oria,20,Guipúzcoa,-2.024785417,43.2699850911
309,310,Huesca,52347.0,22125,Huesca,22,Huesca,-0.408422757,42.1406273831
310,311,Jaca,13374.0,22130,Jaca,22,Huesca,-0.549557465,42.5707363411
311,312,Sabiñánigo,10383.0,22199,Sabiñánigo,22,Huesca,-0.36403034,42.5187090131
312,313,Alcalá la Real,22759.0,23002,Alcalá la Real,23,Jaén,-3.929449406,37.4597913071
313,314,Alcaudete,11135.0,23003,Alcaudete,23,Jaén,-4.087509888,37.5901335541
314,315,Andújar,39171.0,23005,Andújar,23,Jaén,-4.054087867,38.0371270581
315,316,Baeza,16360.0,23009,Baeza,23,Jaén,-3.469306701,37.9900300391
316,317,Bailén,18763.0,23010,Bailén,23,Jaén,-3.775836056,38.0954932081
317,318,La Carolina,15901.0,23024,La Carolina,23,Jaén,-3.616722375,38.2759014941
318,319,Jaén,116790.0,23050,Jaén,23,Jaén,-3.790359403,37.7651912941
319,320,Jódar,12117.0,23053,Jódar,23,Jaén,-3.350423557,37.8413985861
320,321,Linares,61306.0,23055,Linares,23,Jaén,-3.635030091,38.0920656961
321,322,Mancha Real,11088.0,23058,Mancha Real,23,Jaén,-3.611827453,37.7862808891
322,323,Martos,24707.0,23060,Martos,23,Jaén,-3.967316944,37.7236110151
323,324,Torre del Campo,14657.0,23086,Torre del Campo,23,Jaén,-3.896588835,37.7704605011
324,325,Torredonjimeno,14112.0,23087,Torredonjimeno,23,Jaén,-3.95783111,37.7676714881
325,326,Úbeda,36025.0,23092,Úbeda,23,Jaén,-3.371191601,38.0114982321
326,327,Villacarrillo,11278.0,23095,Villacarrillo,23,Jaén,-3.086239259,38.1089352101
327,328,La Bañeza,11050.0,24010,La Bañeza,24,León,-5.899118781,42.2965499111
328,329,León,134012.0,24089,León,24,León,-5.567076311,42.5991209701
329,330,San Andrés del Rabanedo,31306.0,24142,San Andrés del Rabanedo,24,León,-5.615482433,42.6111728711
330,331,Villaquilambre,17631.0,24222,Villaquilambre,24,León,-5.558770193,42.6463134511
331,332,Arnedo,14425.0,26018,Arnedo,26,La Rioja,-2.099839836,42.2281599031
332,333,Calahorra,24876.0,26036,Calahorra,26,La Rioja,-1.960974101,42.3015546811
333,334,Haro,11960.0,26071,Haro,26,La Rioja,-2.845815195,42.5780568771
334,335,Logroño,152650.0,26089,Logroño,26,La Rioja,-2.445655384,42.4664494481
335,336,Alcalá de Henares,204120.0,28005,Alcalá de Henares,28,Madrid,-3.369251022,40.4803323181
336,337,Alcobendas,110080.0,28006,Alcobendas,28,Madrid,-3.632401845,40.5410418811
337,338,Alcorcón,168299.0,28007,Alcorcón,28,Madrid,-3.828494937,40.3515697701
338,339,Algete,20481.0,28009,Algete,28,Madrid,-3.49771503,40.5959596221
339,340,Alpedrete,13163.0,28010,Alpedrete,28,Madrid,-4.023785678,40.6587574491
340,341,Aranjuez,55054.0,28013,Aranjuez,28,Madrid,-3.602796929,40.0334014521
341,342,Arganda del Rey,53135.0,28014,Arganda del Rey,28,Madrid,-3.439111675,40.3007342311
342,343,Arroyomolinos,16207.0,28015,Arroyomolinos,28,Madrid,-3.919355046,40.2681976201
343,344,Boadilla del Monte,44709.0,28022,Boadilla del Monte,28,Madrid,-3.875805967,40.4078345711
344,345,Ciempozuelos,22656.0,28040,Ciempozuelos,28,Madrid,-3.616501452,40.1585347901
345,346,Colmenar Viejo,44437.0,28045,Colmenar Viejo,28,Madrid,-3.766650117,40.6576506761
346,347,Collado Villalba,59900.0,28047,Collado Villalba,28,Madrid,-3.992725346,40.6430293651
347,348,Coslada,91218.0,28049,Coslada,28,Madrid,-3.565566935,40.4259369091
348,349,El Escorial,15108.0,28054,El Escorial,28,Madrid,-4.12698622,40.5849621971
349,350,Fuenlabrada,198973.0,28058,Fuenlabrada,28,Madrid,-3.790852868,40.2822189511
350,351,Galapagar,32393.0,28061,Galapagar,28,Madrid,-4.003985996,40.5783760921
351,352,Getafe,169130.0,28065,Getafe,28,Madrid,-3.729352355,40.3040375351
352,353,Guadarrama,15155.0,28068,Guadarrama,28,Madrid,-4.086696748,40.6735060681
353,354,Humanes de Madrid,18541.0,28073,Humanes de Madrid,28,Madrid,-3.828447379,40.2502525521
354,355,Leganés,187227.0,28074,Leganés,28,Madrid,-3.766555569,40.3317438231
355,356,Madrid,3273049.0,28079,Madrid,28,Madrid,-3.703797076,40.4166300011
356,357,Majadahonda,69439.0,28080,Majadahonda,28,Madrid,-3.874115128,40.4720996151
357,358,Meco,12580.0,28083,Meco,28,Madrid,-3.329081791,40.5537508321
358,359,Mejorada del Campo,22812.0,28084,Mejorada del Campo,28,Madrid,-3.488470747,40.3967913681
359,360,Moralzarzal,11801.0,28090,Moralzarzal,28,Madrid,-3.972797742,40.6813141151
360,361,Móstoles,206015.0,28092,Móstoles,28,Madrid,-3.864888799,40.3235553691
361,362,Navalcarnero,23115.0,28096,Navalcarnero,28,Madrid,-4.014780838,40.2884729471
362,363,Paracuellos de Jarama,16219.0,28104,Paracuellos de Jarama,28,Madrid,-3.531470479,40.5049185661
363,364,Parla,120182.0,28106,Parla,28,Madrid,-3.770869105,40.2378208291
364,365,Pinto,44524.0,28113,Pinto,28,Madrid,-3.698249534,40.2431823751
365,366,Pozuelo de Alarcón,82804.0,28115,Pozuelo de Alarcón,28,Madrid,-3.815816389,40.4359398671
366,367,Vaciamadrid,70840.0,28123,Rivas-Vaciamadrid,28,Madrid,-3.519093574,40.3302786021
367,368,Las Rozas de Madrid,88065.0,28127,Las Rozas de Madrid,28,Madrid,-3.874573081,40.4919518731
368,369,San Agustín del Guadalix,11885.0,28129,San Agustín del Guadalix,28,Madrid,-3.617431136,40.6789391391
369,370,San Fernando de Henares,41384.0,28130,San Fernando de Henares,28,Madrid,-3.535005865,40.4253252091
370,371,San Lorenzo de El Escorial,18352.0,28131,San Lorenzo de El Escorial,28,Madrid,-4.145088028,40.5925406291
371,372,San Martín de la Vega,18863.0,28132,San Martín de la Vega,28,Madrid,-3.570049467,40.2077115221
372,373,San Sebastián de los Reyes,78157.0,28134,San Sebastián de los Reyes,28,Madrid,-3.62671879,40.5470547011
373,374,Torrejón de Ardoz,118441.0,28148,Torrejón de Ardoz,28,Madrid,-3.478990187,40.4591561001
374,375,Torrelodones,22117.0,28152,Torrelodones,28,Madrid,-3.931355759,40.5764978481
375,376,Valdemorillo,11210.0,28160,Valdemorillo,28,Madrid,-4.067051085,40.5021643361
376,377,Valdemoro,65922.0,28161,Valdemoro,28,Madrid,-3.678814736,40.1888994761
377,378,Velilla de San Antonio,11668.0,28167,Velilla de San Antonio,28,Madrid,-3.488274822,40.3663321521
378,379,Villanueva de la Cañada,17271.0,28176,Villanueva de la Cañada,28,Madrid,-4.003408143,40.4477528941
379,380,Villanueva del Pardillo,15609.0,28177,Villanueva del Pardillo,28,Madrid,-3.963180646,40.4912478061
380,381,Villaviciosa de Odón,26725.0,28181,Villaviciosa de Odón,28,Madrid,-3.896484278,40.3576487801
381,382,Tres Cantos,41147.0,28903,Tres Cantos,28,Madrid,-3.704205901,40.6049053451
382,383,Alhaurín de la Torre,35832.0,29007,Alhaurín de la Torre,29,Málaga,-4.560450904,36.6631491091
383,384,Alhaurín el Grande,23675.0,29008,Alhaurín el Grande,29,Málaga,-4.687024687,36.6451002481
384,385,Álora,13474.0,29012,Álora,29,Málaga,-4.706855434,36.8206300121
385,386,Antequera,45234.0,29015,Antequera,29,Málaga,-4.55804451,37.0142215021
386,387,Benalmádena,61383.0,29025,Benalmádena,29,Málaga,-4.57241989,36.5930614491
387,388,Cártama,22173.0,29038,Cártama,29,Málaga,-4.631716527,36.7100578141
388,389,Coín,22030.0,29042,Coín,29,Málaga,-4.759586845,36.6598700451
389,390,Estepona,66150.0,29051,Estepona,29,Málaga,-5.146357199,36.4265766801
390,391,Fuengirola,71783.0,29054,Fuengirola,29,Málaga,-4.623783085,36.5390283851
391,392,Málaga,568507.0,29067,Málaga,29,Málaga,-4.419975113,36.7203426641
392,393,Manilva,14168.0,29068,Manilva,29,Málaga,-5.250501502,36.3777021541
393,394,Marbella,136322.0,29069,Marbella,29,Málaga,-4.884066368,36.5096384721
394,395,Mijas,76362.0,29070,Mijas,29,Málaga,-4.639028027,36.5933903851
395,396,Nerja,21957.0,29075,Nerja,29,Málaga,-3.874373438,36.7511559091
396,397,Rincón de la Victoria,39922.0,29082,Rincón de la Victoria,29,Málaga,-4.277649373,36.7171502191
397,398,Ronda,36909.0,29084,Ronda,29,Málaga,-5.165418603,36.7372590531
398,399,Torrox,17303.0,29091,Torrox,29,Málaga,-3.952927669,36.7586208431
399,400,Vélez-Málaga,75623.0,29094,Vélez-Málaga,29,Málaga,-4.10210923,36.7827081031
400,401,Torremolinos,66957.0,29901,Torremolinos,29,Málaga,-4.497597293,36.6211840461
401,402,Abarán,12974.0,30002,Abarán,30,Murcia,-1.401180442,38.2025994351
402,403,Águilas,34900.0,30003,Águilas,30,Murcia,-1.581125801,37.4042972761
403,404,Alcantarilla,41326.0,30005,Alcantarilla,30,Murcia,-1.212912059,37.9716806011
404,405,Alhama de Murcia,20269.0,30008,Alhama de Murcia,30,Murcia,-1.424623323,37.8523759401
405,406,Archena,18135.0,30009,Archena,30,Murcia,-1.298451366,38.1129756451
406,407,Beniel,11027.0,30010,Beniel,30,Murcia,-1.002289485,38.0432570221
407,408,Bullas,12424.0,30012,Bullas,30,Murcia,-1.670331571,38.0495613531
408,409,Calasparra,10851.0,30013,Calasparra,30,Murcia,-1.693913381,38.2311504541
409,410,Caravaca de la Cruz,26449.0,30015,Caravaca de la Cruz,30,Murcia,-1.864307449,38.1049406021
410,411,Cartagena,214165.0,30016,Cartagena,30,Murcia,-0.982104938,37.6001734221
411,412,Cehegín,16299.0,30017,Cehegín,30,Murcia,-1.80048338,38.0984931351
412,413,Ceutí,10448.0,30018,Ceutí,30,Murcia,-1.269607699,38.0790395881
413,414,Cieza,35385.0,30019,Cieza,30,Murcia,-1.420037403,38.2399741971
414,415,Fuente Álamo de Murcia,15193.0,30021,Fuente Álamo de Murcia,30,Murcia,-1.17101976,37.7228736561
415,416,Jumilla,26015.0,30022,Jumilla,30,Murcia,-1.327024755,38.4761731321
416,417,Lorca,92694.0,31260,Lorca,31,Navarra,-1.945780486,42.6723625661
417,418,Mazarrón,35464.0,30026,Mazarrón,30,Murcia,-1.313375687,37.5992743231
418,419,Molina de Segura,65815.0,30027,Molina de Segura,30,Murcia,-1.211632752,38.0505596991
419,420,Mula,17076.0,30029,Mula,30,Murcia,-1.490328111,38.0420333851
420,421,Murcia,441345.0,30030,Murcia,30,Murcia,-1.128540805,37.9843636131
421,422,Puerto Lumbreras,14120.0,30033,Puerto Lumbreras,30,Murcia,-1.810423808,37.5597717381
422,423,San Javier,31820.0,30035,San Javier,30,Murcia,-0.83472964,37.8060447371
423,424,San Pedro del Pinatar,23903.0,30036,San Pedro del Pinatar,30,Murcia,-0.791455292,37.8350057101
424,425,Torre-Pacheco,32471.0,30037,Torre-Pacheco,30,Murcia,-0.953459379,37.7429330421
425,426,Las Torres de Cotillas,21282.0,30038,Las Torres de Cotillas,30,Murcia,-1.241196888,38.0295395911
426,427,Totana,29333.0,30039,Totana,30,Murcia,-1.50261006,37.7695516841
427,428,La Unión,18366.0,30041,La Unión,30,Murcia,-0.875253808,37.6190873801
428,429,Yecla,34945.0,30043,Yecla,30,Murcia,-1.115319395,38.6134178001
429,430,Santomera,15481.0,30901,Santomera,30,Murcia,-1.047508836,38.0610855961
430,431,Los Alcázares,15993.0,30902,Los Alcázares,30,Murcia,-0.853043686,37.7332781471
431,432,Ansoáin/Antsoain,10603.0,31016,Ansoáin/Antsoain,31,Navarra,-1.69315704,42.8525903651
432,433,Burlada/Burlata,18389.0,31060,Burlada/Burlata,31,Navarra,-1.616421892,42.8250055171
433,434,Egüés,14354.0,31086,Egüés,31,Navarra,-1.551585037,42.8249232411
434,435,Estella/Lizarra,14207.0,31097,Estella/Lizarra,31,Navarra,-2.031398556,42.6718494861
435,436,Pamplona/Iruña,197488.0,31201,Pamplona/Iruña,31,Navarra,-1.645152797,42.8141019951
436,437,Tafalla,11413.0,31227,Tafalla,31,Navarra,-1.677141823,42.5283126141
437,438,Tudela,35268.0,31232,Tudela,31,Navarra,-1.605781218,42.0634635171
438,439,Villava/Atarrabia,10568.0,31258,Villava/Atarrabia,31,Navarra,-1.60645771,42.8301615671
439,440,Barañain,21705.0,31901,Barañain,31,Navarra,-1.686579752,42.8049406381
440,441,Zizur Mayor/Zizur Nagusia,13316.0,31907,Zizur Mayor/Zizur Nagusia,31,Navarra,-1.695028288,42.7934295991
441,442,Cabanaquinta/Cabañaquinta,12582.0,33002,Aller,33,Asturias,-5.623914425,43.1617893751
442,443,Avilés,84202.0,33004,Avilés,33,Asturias,-5.924789506,43.5585772891
443,444,Candás,11000.0,33014,Carreño,33,Asturias,-5.767180589,43.5901987011
444,445,Piedrasblancas,22832.0,33016,Castrillón,33,Asturias,-5.973899382,43.5599837921
445,446,Nubledo/Nubleo,16109.0,33020,Corvera de Asturias,33,Asturias,-5.870567219,43.5242973191
446,447,Gijón/Xixón,277198.0,33024,Gijón,33,Asturias,-5.659493228,43.5392022161
447,448,Lluanco/Luanco,10788.0,33025,Gozón,33,Asturias,-5.792773419,43.6140299161
448,449,Llangréu/Langreo,45397.0,33031,Langreo,33,Asturias,-5.683373823,43.2947346081
449,450,La Pola Llaviana/Pola de Laviana,14160.0,33032,Laviana,33,Asturias,-5.561574039,43.2446379211
450,451,La Pola,12705.0,33033,Lena,33,Asturias,-5.837856195,43.1597499391
451,452,Posada,13919.0,33035,Llanera,33,Asturias,-5.851603729,43.4400995171
452,453,Llanes,13950.0,33036,Llanes,33,Asturias,-4.753925108,43.4203167571
453,454,Mieres del Camín,43688.0,33037,Mieres,33,Asturias,-5.777997802,43.2536300091
454,455,Oviedo,225155.0,33044,Oviedo,33,Asturias,-5.843722062,43.3623216491
455,456,San Martín del Rey Aurelio,18549.0,33060,San Martín del Rey Aurelio,33,Asturias,-5.603069021,43.2749544661
456,457,La Pola Siero,51730.0,33066,Siero,33,Asturias,-5.66098626,43.3912237871
457,458,Villaviciosa,14840.0,33076,Villaviciosa,33,Asturias,-5.433531903,43.4799417181
458,459,Palencia,82169.0,34120,Palencia,34,Palencia,-4.534601064,42.0078372931
459,460,Béjar,14785.0,37046,Béjar,37,Salamanca,-5.767484218,40.3870341961
460,461,Salamanca,154462.0,37274,Salamanca,37,Salamanca,-5.665380842,40.9673682181
461,462,Santa Marta de Tormes,14756.0,37294,Santa Marta de Tormes,37,Salamanca,-5.631073599,40.9496833991
462,463,El Astillero,17545.0,39008,El Astillero,39,Cantabria,-3.817214836,43.4009115031
463,464,Muriedas,31552.0,39016,Camargo,39,Cantabria,-3.884856697,43.4079725251
464,465,Castro-Urdiales,32258.0,39020,Castro-Urdiales,39,Cantabria,-3.216037944,43.3845838521
465,466,Los Corrales de Buelna,11622.0,39025,Los Corrales de Buelna,39,Cantabria,-4.062094111,43.2601027671
466,467,Laredo,12378.0,39035,Laredo,39,Cantabria,-3.417284576,43.4106568571
467,468,Renedo,21268.0,39052,Piélagos,39,Cantabria,-3.950722242,43.3532989711
468,469,Reinosa,10277.0,39059,Reinosa,39,Cantabria,-4.13858341,43.0020640491
469,470,Santa Cruz de Bezana,11607.0,39073,Santa Cruz de Bezana,39,Cantabria,-3.904521798,43.4430177071
470,471,Santander,181589.0,39075,Santander,39,Cantabria,-3.804747842,43.4629788481
471,472,Santoña,11584.0,39079,Santoña,39,Cantabria,-3.455306786,43.4442620491
472,473,Torrelavega,55888.0,39087,Torrelavega,39,Cantabria,-4.047165474,43.3516285311
473,474,Segovia,55748.0,40194,Segovia,40,Segovia,-4.125241156,40.9498702971
474,475,Alcalá de Guadaíra,71740.0,41004,Alcalá de Guadaíra,41,Sevilla,-5.850650574,37.3346645661
475,476,Alcalá del Río,11004.0,41005,Alcalá del Río,41,Sevilla,-5.978572527,37.5171085991
476,477,Arahal,19335.0,41011,Arahal,41,Sevilla,-5.544762689,37.2626547151
477,478,Brenes,12580.0,41018,Brenes,41,Sevilla,-5.873155011,37.5501405451
478,479,Las Cabezas de San Juan,16571.0,41020,Las Cabezas de San Juan,41,Sevilla,-5.940758717,36.9807911221
479,480,Cantillana,10643.0,41023,Cantillana,41,Sevilla,-5.826289089,37.6052184051
480,481,Carmona,28576.0,41024,Carmona,41,Sevilla,-5.649510168,37.4698940821
481,482,Dos Hermanas,125086.0,41038,Dos Hermanas,41,Sevilla,-5.913344069,37.2889486201
482,483,Écija,40534.0,41039,Écija,41,Sevilla,-5.075435985,37.5407724651
483,484,Estepa,12682.0,41041,Estepa,41,Sevilla,-4.876596799,37.2884516681
484,485,Lora del Río,19393.0,41055,Lora del Río,41,Sevilla,-5.530358718,37.6533343871
485,486,Mairena del Alcor,21100.0,41058,Mairena del Alcor,41,Sevilla,-5.745678507,37.3731194921
486,487,Marchena,19861.0,41060,Marchena,41,Sevilla,-5.416412223,37.3336624351
487,488,Morón de la Frontera,28467.0,41065,Morón de la Frontera,41,Sevilla,-5.448989266,37.1202246141
488,489,Osuna,17926.0,41068,Osuna,41,Sevilla,-5.101206229,37.2375713431
489,490,Los Palacios y Villafranca,37279.0,41069,Los Palacios y Villafranca,41,Sevilla,-5.927798304,37.1574394931
490,491,La Puebla de Cazalla,11434.0,41077,La Puebla de Cazalla,41,Sevilla,-5.306486458,37.2227209621
491,492,La Rinconada,36641.0,41081,La Rinconada,41,Sevilla,-5.97908069,37.4880645181
492,493,Sevilla,704198.0,41091,Sevilla,41,Sevilla,-5.992513684,37.3862051151
493,494,Utrera,51177.0,41095,Utrera,41,Sevilla,-5.780891981,37.1793522201
494,495,El Viso del Alcor,18641.0,41102,El Viso del Alcor,41,Sevilla,-5.718531554,37.3889753421
495,496,Soria,39838.0,42173,Soria,42,Soria,-2.466247976,41.7632791191
496,497,Alcañiz,16291.0,44013,Alcañiz,44,Teruel,-0.132844335,41.0512553411
497,498,Teruel,35241.0,44216,Teruel,44,Teruel,-1.109271771,40.3441295081
498,499,Consuegra,10945.0,45053,Consuegra,45,Toledo,-3.610323059,39.4609399261
499,500,Fuensalida,11042.0,45066,Fuensalida,45,Toledo,-4.209791245,40.0510891421
500,501,Illescas,22482.0,45081,Illescas,45,Toledo,-3.849237711,40.1241241761
501,502,Madridejos,11314.0,45087,Madridejos,45,Toledo,-3.533695447,39.4684253981
502,503,Mora,10516.0,45106,Mora,45,Toledo,-3.77421246,39.6844219001
503,504,Ocaña,10098.0,45121,Ocaña,45,Toledo,-3.499578477,39.9602288631
504,505,Quintanar de la Orden,12873.0,45142,Quintanar de la Orden,45,Toledo,-3.042858537,39.5906781561
505,506,Seseña,17522.0,45161,Seseña,45,Toledo,-3.698160718,40.1038254681
506,507,Sonseca,11331.0,45163,Sonseca,45,Toledo,-3.974255272,39.6764113761
507,508,Talavera de la Reina,88986.0,45165,Talavera de la Reina,45,Toledo,-4.833701993,39.9601673691
508,509,Toledo,82489.0,45168,Toledo,45,Toledo,-4.024314213,39.8571518731
509,510,Torrijos,13374.0,45173,Torrijos,45,Toledo,-4.28548503,39.9815238281
510,511,Villacañas,10602.0,45185,Villacañas,45,Toledo,-3.333083348,39.6240618781
511,512,Alaquàs,30270.0,46005,Alaquàs,46,València/Valencia,-0.460155272,39.4580785431
512,513,Albal,15618.0,46007,Albal,46,València/Valencia,-0.414644478,39.3972118711
513,514,Alberic,11325.0,46011,Alberic,46,València/Valencia,-0.517440334,39.1168519321
514,515,Alboraya,22409.0,46013,Alboraya,46,València/Valencia,-0.349928453,39.5002460451
515,516,Alzira,44758.0,46017,Alzira,46,València/Valencia,-0.435544559,39.1494483141
516,517,L'Alcúdia,11246.0,46019,L'Alcúdia,46,València/Valencia,-0.506454469,39.1957637161
517,518,Aldaia,30303.0,46021,Aldaia,46,València/Valencia,-0.461975156,39.4649199711
518,519,Alfafar,20730.0,46022,Alfafar,46,València/Valencia,-0.390044387,39.4225981711
519,520,Algemesí,28329.0,46029,Algemesí,46,València/Valencia,-0.436442686,39.1890727001
520,521,Alginet,13363.0,46031,Alginet,46,València/Valencia,-0.469647947,39.2615304151
521,522,Benaguasil,11144.0,46051,Benaguasil,46,València/Valencia,-0.586181308,39.5936472511
522,523,Benetússer,15399.0,46054,Benetússer,46,València/Valencia,-0.397197445,39.4229657391
523,524,Benifaió,12220.0,46060,Benifaió,46,València/Valencia,-0.427330162,39.2851429821
524,525,Bétera,21220.0,46070,Bétera,46,València/Valencia,-0.460502562,39.5908675491
525,526,Buñol,10077.0,46077,Buñol,46,València/Valencia,-0.789865939,39.4180136301
526,527,Burjassot,38170.0,46078,Burjassot,46,València/Valencia,-0.412660507,39.5097320271
527,528,Canals,14079.0,46081,Canals,46,València/Valencia,-0.585581836,38.9594633391
528,529,Carcaixent,20935.0,46083,Carcaixent,46,València/Valencia,-0.446980551,39.1227619801
529,530,Carlet,15606.0,46085,Carlet,46,València/Valencia,-0.519840798,39.2272941951
530,531,Catarroja,27175.0,46094,Catarroja,46,València/Valencia,-0.403115952,39.4024862521
531,532,Quart de Poblet,25472.0,46102,Quart de Poblet,46,València/Valencia,-0.441896924,39.4837854951
532,533,Cullera,23813.0,46105,Cullera,46,València/Valencia,-0.254638475,39.1650808871
533,534,Xirivella,30910.0,46110,Xirivella,46,València/Valencia,-0.425240105,39.4657513201
534,535,Chiva,14539.0,46111,Chiva,46,València/Valencia,-0.717420503,39.4738852311
535,536,L'Eliana,16738.0,46116,L'Eliana,46,València/Valencia,-0.530625921,39.5668034691
536,537,Gandia,79430.0,46131,Gandia,46,València/Valencia,-0.179416911,38.9673657841
537,538,Godella,13288.0,46135,Godella,46,València/Valencia,-0.411264402,39.5188268541
538,539,Xàtiva,29361.0,46145,Xàtiva,46,València/Valencia,-0.518695682,38.9879711621
539,540,Llíria,22997.0,46147,Llíria,46,València/Valencia,-0.594428491,39.6258636591
540,541,Manises,30508.0,46159,Manises,46,València/Valencia,-0.45700309,39.4916394561
541,542,Massamagrell,15339.0,46164,Massamagrell,46,València/Valencia,-0.33056042,39.5702506511
542,543,Meliana,10536.0,46166,Meliana,46,València/Valencia,-0.348643426,39.5276122481
543,544,Mislata,43792.0,46169,Mislata,46,València/Valencia,-0.417458514,39.4753351311
544,545,Moncada,21847.0,46171,Moncada,46,València/Valencia,-0.394112686,39.5553882821
545,546,Oliva,28307.0,46181,Oliva,46,València/Valencia,-0.120655204,38.9208754831
546,547,Ontinyent,37935.0,46184,Ontinyent,46,València/Valencia,-0.606490618,38.8228812891
547,548,Paiporta,23980.0,46186,Paiporta,46,València/Valencia,-0.418790755,39.4283119781
548,549,Paterna,65921.0,46190,Paterna,46,València/Valencia,-0.442573786,39.5027368781
549,550,Picanya,11137.0,46193,Picanya,46,València/Valencia,-0.435727115,39.4359209251
550,551,Picassent,19944.0,46194,Picassent,46,València/Valencia,-0.45913698,39.3627431921
551,552,La Pobla de Vallbona,21111.0,46202,La Pobla de Vallbona,46,València/Valencia,-0.552968987,39.5924205831
552,553,Puçol,19295.0,46205,Puçol,46,València/Valencia,-0.303178679,39.6163189421
553,554,Requena,21448.0,46213,Requena,46,València/Valencia,-1.100269752,39.4860641041
554,555,Riba-roja de Túria,20755.0,46214,Riba-roja de Túria,46,València/Valencia,-0.570612217,39.5460253501
555,556,Sagunto/Sagunt,66259.0,46220,Sagunto/Sagunt,46,València/Valencia,-0.28966011,39.6761807361
556,557,Silla,19143.0,46230,Silla,46,València/Valencia,-0.40918614,39.3636760701
557,558,Sueca,28926.0,46235,Sueca,46,València/Valencia,-0.315523887,39.2024283421
558,559,Tavernes de la Valldigna,18130.0,46238,Tavernes de la Valldigna,46,València/Valencia,-0.267219427,39.0725660431
559,560,Torrent,79843.0,46244,Torrent,46,València/Valencia,-0.464961851,39.4370848561
560,561,Utiel,12421.0,46249,Utiel,46,València/Valencia,-1.205386013,39.5671549681
561,562,Valencia,809267.0,46250,Valencia,46,València/Valencia,-0.375657174,39.4753444131
562,563,Arroyo de la Encomienda,12758.0,47010,Arroyo de la Encomienda,47,Valladolid,-4.797805642,41.6091075561
563,564,Laguna de Duero,22110.0,47076,Laguna de Duero,47,Valladolid,-4.722149401,41.5833176051
564,565,Medina del Campo,21632.0,47085,Medina del Campo,47,Valladolid,-4.915187412,41.3075781141
565,566,Valladolid,315522.0,47186,Valladolid,47,Valladolid,-4.723349241,41.6523277671
566,567,Amorebieta,17969.0,48003,Amorebieta-Etxano,48,Vizcaya,-2.735120075,43.2181901781
567,568,Arrigorriaga,12358.0,48011,Arrigorriaga,48,Vizcaya,-2.888395414,43.2056204321
568,569,San Vicente de Barakaldo/San Bizenti-Barakaldo,99321.0,48013,Barakaldo,48,Vizcaya,-2.997320449,43.2956770371
569,570,Arizgoiti,42452.0,48015,Basauri,48,Vizcaya,-2.885434265,43.2352969791
